时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X(ʯt),磁场Y(ʯt),磁场Z(ʯt),温度(℃),四元数0(),四元数1(),四元数2(),四元数3()
 00:17:52.131,WT901BLE67(D03E7DA4620A), -0.139, 0.025, -0.22, -176.025, 160.217, -83.923, 35.327, 11.931, -21.819, -32.033, 12.050, -34.450, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.252,WT901BLE67(D03E7DA4620A), -0.016, 0.212, 0.009, 28.503, -19.836, 65.674, 29.537, 16.677, -13.244, -32.033, 12.050, -34.450, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.342,WT901BLE67(D03E7DA4620A), 0.208, 0.333, 0.686, -28.137, -55.786, 45.654, 32.322, 9.465, -13.903, -32.033, 12.050, -34.450, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.492,WT901BLE67(D03E7DA4620A), 0.121, 0.69, 1.421, -108.276, -94.238, 33.02, 19.358, 3.071, -14.815, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.552,WT901BLE67(D03E7DA4620A), 0.429, 0.577, 1.788, 49.133, -118.164, 31.372, 13.826, -5.098, -13.969, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.642,WT901BLE67(D03E7DA4620A), 0.64, 0.963, 1.46, 299.5, -173.706, 24.231, 34.579, -21.736, -15.469, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.732,WT901BLE67(D03E7DA4620A), 0.587, 1.111, 0.41, 244.812, -49.072, -9.338, 65.187, -28.713, -21.698, -7.017, 30.067, -32.808, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.851,WT901BLE67(D03E7DA4620A), 0.34, 1.058, 0.009, 139.099, -39.246, -48.157, 82.15, -24.549, -26.856, -27.683, -13.233, -39.158, 31.56, -0.91653, -0.34268, 0.00626, 0.20587,
 00:17:52.942,WT901BLE67(D03E7DA4620A), -0.157, 0.777, -0.025, 68.176, -28.992, -163.757, 92.598, -12.832, -31.262, -27.683, -13.233, -39.158, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.061,WT901BLE67(D03E7DA4620A), -0.197, 0.096, 0.041, -28.748, 8.301, -98.145, 90.879, 2.505, -30.531, -27.683, -13.233, -39.158, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.182,WT901BLE67(D03E7DA4620A), 0.054, -0.027, -0.407, 5.127, 46.875, -31.616, 90.56, 8.388, -29.542, -27.683, -13.233, -39.158, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.272,WT901BLE67(D03E7DA4620A), -0.008, 0.436, -0.242, -74.951, -26.062, 48.462, 87.693, 5.74, -29.625, -19.808, -34.900, -28.333, 31.56, -0.6748, -0.67862, 0.26907, 0.1076,
 00:17:53.361,WT901BLE67(D03E7DA4620A), 0.242, 0.848, 0.26, -74.524, -39.124, 89.478, 81.892, -2, -34.475, -19.808, -34.900, -28.333, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.482,WT901BLE67(D03E7DA4620A), 0.706, 1.363, 0.286, -13.611, -26.917, 120.667, 79.722, -14.359, -37.524, -19.808, -34.900, -28.333, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.572,WT901BLE67(D03E7DA4620A), 1.019, 1.855, 0.364, 60.059, -2.869, 126.099, 78.783, -25.686, -37.04, -19.808, -34.900, -28.333, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.691,WT901BLE67(D03E7DA4620A), 0.694, 1.783, -0.159, 43.945, -44.922, 2.991, 85.062, -31.707, -36.606, -35.392, -20.958, -38.183, 31.56, -0.72617, -0.61777, 0.22318, 0.20273,
 00:17:53.782,WT901BLE67(D03E7DA4620A), 0.138, 1.044, 0.057, -49.194, 2.197, -180.908, 88.264, -22.819, -39.787, -35.392, -20.958, -38.183, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:53.902,WT901BLE67(D03E7DA4620A), -0.267, 0.349, 0.158, -191.406, 138.184, -197.632, 71.565, -1.505, -35.013, -35.392, -20.958, -38.183, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:53.992,WT901BLE67(D03E7DA4620A), -0.377, 0.034, -0.093, -317.261, 144.897, -92.896, 52.053, 16.04, -26.906, -35.392, -20.958, -38.183, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:54.112,WT901BLE67(D03E7DA4620A), -0.106, -0.029, -0.086, -296.143, -9.338, 3.235, 25.302, 24.164, -20.38, -6.908, 29.933, -31.275, 31.56, -0.70804, -0.59775, 0.35635, 0.11954,
 00:17:54.202,WT901BLE67(D03E7DA4620A), -0.021, -0.228, 0.518, -100.769, -170.654, 11.658, 9.207, 16.743, -21.627, -6.908, 29.933, -31.275, 31.56, -0.97318, -0.0759, -0.08398, 0.20004,
 00:17:54.292,WT901BLE67(D03E7DA4620A), 0.04, -0.365, 1.528, -64.331, -111.572, 23.682, -0.308, 1.379, -23.313, -6.908, 29.933, -31.275, 31.56, -0.97318, -0.0759, -0.08398, 0.20004,
 00:17:54.382,WT901BLE67(D03E7DA4620A), 0.199, -0.306, 1.471, -27.466, -74.951, -3.662, -5.861, -5.306, -21.857, -6.908, 29.933, -31.275, 31.56, -0.97318, -0.0759, -0.08398, 0.20004,
 00:17:54.501,WT901BLE67(D03E7DA4620A), -0.003, 0.04, 1.376, -17.944, -11.963, -0.671, -3.021, -8.998, -20.605, -6.908, 29.933, -31.275, 31.56, -0.97318, -0.0759, -0.08398, 0.20004,
 00:17:54.592,WT901BLE67(D03E7DA4620A), 0.001, -0.021, 1.003, 61.829, 120.056, 16.357, 5.718, -1.368, -17.183, -5.950, 58.025, -17.258, 31.56, -0.97318, -0.0759, -0.08398, 0.20004,
 00:17:54.712,WT901BLE67(D03E7DA4620A), 0.001, 0.036, 1.001, 0.061, 0.061, 0, 4.741, -0.549, -15.837, -5.950, 58.025, -17.258, 31.56, -0.98889, -0.04678, 0.02173, 0.1391,
 00:17:54.771,WT901BLE67(D03E7DA4620A), 0.002, 0.035, 1, -0.183, 0, -0.061, 4.482, -0.538, -14.815, -5.950, 58.025, -17.258, 31.56, -0.98889, -0.04678, 0.02173, 0.1391,
 00:17:54.891,WT901BLE67(D03E7DA4620A), 0.003, 0.035, 0.998, -0.061, -0.122, 0, 4.246, -0.527, -13.859, -5.950, 58.025, -17.258, 31.56, -0.98889, -0.04678, 0.02173, 0.1391,
 00:17:54.981,WT901BLE67(D03E7DA4620A), 0.005, 0.034, 1, -0.244, -0.549, -0.061, 4.026, -0.505, -12.953, 1.617, 54.742, -23.592, 31.56, -0.98889, -0.04678, 0.02173, 0.1391,
 00:17:55.102,WT901BLE67(D03E7DA4620A), 0.005, 0.034, 0.999, -0.122, -0.122, 0, 3.801, -0.505, -12.101, 1.617, 54.742, -23.592, 31.56, -0.99356, -0.03876, 0.0188, 0.10437,
 00:17:55.161,WT901BLE67(D03E7DA4620A), 0.005, 0.033, 1, 0, 0.061, 0, 3.615, -0.456, -11.299, 1.617, 54.742, -23.592, 31.56, -0.99356, -0.03876, 0.0188, 0.10437,
 00:17:55.312,WT901BLE67(D03E7DA4620A), 0.004, 0.033, 1, -0.061, 0.244, 0, 3.483, -0.401, -10.552, 1.617, 54.742, -23.592, 31.56, -0.99356, -0.03876, 0.0188, 0.10437,
 00:17:55.371,WT901BLE67(D03E7DA4620A), 0.004, 0.033, 1.001, -0.122, 0.183, 0, 3.323, -0.319, -9.838, 1.617, 54.550, -23.775, 31.56, -0.99356, -0.03876, 0.0188, 0.10437,
 00:17:55.492,WT901BLE67(D03E7DA4620A), 0.005, 0.033, 1, -0.488, 0.366, 0, 3.181, -0.247, -9.168, 1.617, 54.550, -23.775, 31.56, -0.99625, -0.03369, 0.01489, 0.07776,
 00:17:55.551,WT901BLE67(D03E7DA4620A), 0.004, 0.034, 1, 0.549, -0.366, 0, 3.054, -0.187, -8.531, 1.617, 54.550, -23.775, 31.56, -0.99625, -0.03369, 0.01489, 0.07776,
 00:17:55.671,WT901BLE67(D03E7DA4620A), 0.004, 0.033, 1, 0, 0, 0, 2.933, -0.132, -7.938, 1.617, 54.550, -23.775, 31.56, -0.99625, -0.03369, 0.01489, 0.07776,
 00:17:55.761,WT901BLE67(D03E7DA4620A), 0.004, 0.033, 1, 0, 0, 0, 2.823, -0.077, -7.372, 1.617, 54.550, -23.775, 31.56, -0.99625, -0.03369, 0.01489, 0.07776,
 00:17:55.881,WT901BLE67(D03E7DA4620A), 0.004, 0.033, 1, 0, 0, 0, 2.714, -0.027, -6.844, 1.483, 54.725, -23.633, 31.56, -0.99625, -0.03369, 0.01489, 0.07776,
 00:17:55.972,WT901BLE67(D03E7DA4620A), 0.115, 0.033, 1.001, 0.061, 0.183, 0, 2.62, 0.033, -6.345, 1.483, 54.725, -23.633, 31.56, -0.99783, -0.03, 0.01193, 0.0567,
 00:17:56.063,WT901BLE67(D03E7DA4620A), 0.373, 0.08, 1.014, -20.569, 1.465, -120.422, 2.126, 0.456, -10.508, 1.483, 54.725, -23.633, 31.56, -0.99783, -0.03, 0.01193, 0.0567,
 00:17:56.183,WT901BLE67(D03E7DA4620A), 0.089, 0.037, 0.978, -17.273, 22.705, -31.067, 1.5, 1.077, -16.738, 1.483, 54.725, -23.633, 31.56, -0.99783, -0.03, 0.01193, 0.0567,
 00:17:56.271,WT901BLE67(D03E7DA4620A), -0.117, 0.033, 0.836, 99.915, 112.305, -155.151, 3.016, 5.482, -25.928, -13.175, 56.650, -28.042, 31.56, -0.99783, -0.03, 0.01193, 0.0567,
 00:17:56.361,WT901BLE67(D03E7DA4620A), -0.192, -0.039, 0.155, -254.333, 72.876, -129.456, -4.444, 18.413, -38.661, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:56.482,WT901BLE67(D03E7DA4620A), 0.517, -0.384, -0.169, -456.36, 316.772, -92.102, -47.417, 32.344, -57.321, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:56.662,WT901BLE67(D03E7DA4620A), 0.62, 0.12, -1.245, -388.55, 462.891, 31.921, -122.091, 30.701, -106.084, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:56.752,WT901BLE67(D03E7DA4620A), 0.583, -1.062, -1.056, 265.747, -32.104, -323.181, -119.009, 3.021, -109.385, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:56.792,WT901BLE67(D03E7DA4620A), 0.458, -1.737, -0.801, 53.284, -52.246, -237.244, -114.417, -23.478, -95.9, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:56.901,WT901BLE67(D03E7DA4620A), 0.967, -1.335, -0.651, -9.766, -110.962, -66.101, -118.746, -33.755, -80.645, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:56.993,WT901BLE67(D03E7DA4620A), 1.839, -0.725, -0.227, 206.665, -179.321, -202.393, -122.981, -31.635, -58.585, -13.175, 56.650, -28.042, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:57.142,WT901BLE67(D03E7DA4620A), 1.779, -1.453, 0.636, 389.526, 178.894, -313.965, -86.446, -49.175, -46.439, -42.883, -30.425, 40.658, 31.56, -0.94089, -0.0416, -0.13098, 0.30942,
 00:17:57.232,WT901BLE67(D03E7DA4620A), 0.247, -0.943, -0.224, -135.437, 572.388, 5.615, -16.716, -38.276, -96.026, -42.883, -30.425, 40.658, 31.56, -0.59012, 0.32172, 0.10764, 0.73251,
 00:17:57.320,WT901BLE67(D03E7DA4620A), 0.077, -0.627, -0.512, -64.758, 271.118, 178.162, -15.474, 3.153, -92.054, -42.883, -30.425, 40.658, 31.56, -0.59012, 0.32172, 0.10764, 0.73251,
 00:17:57.413,WT901BLE67(D03E7DA4620A), 0.25, -0.095, 0.051, 125.671, -39.795, 223.877, -19.429, 17.534, -78.085, -42.883, -30.425, 40.658, 31.56, -0.59012, 0.32172, 0.10764, 0.73251,
 00:17:57.532,WT901BLE67(D03E7DA4620A), 0.449, 0.45, 0.334, 15.503, -61.523, 143.982, -6.339, 15.167, -57.085, -37.333, 38.733, -36.350, 31.56, -0.59012, 0.32172, 0.10764, 0.73251,
 00:17:57.622,WT901BLE67(D03E7DA4620A), 0.059, 0.286, 0.685, -48.828, -60.303, 52.063, -4.493, 4.312, -44.517, -37.333, 38.733, -36.350, 31.56, -0.92834, 0.03171, -0.02206, 0.3696,
 00:17:57.741,WT901BLE67(D03E7DA4620A), 0.004, -0.018, 0.228, 97.229, 41.809, 121.399, -2.878, 1.126, -37.793, -37.333, 38.733, -36.350, 31.56, -0.92834, 0.03171, -0.02206, 0.3696,
 00:17:57.801,WT901BLE67(D03E7DA4620A), 0.001, 0.026, 1.004, -0.61, -0.732, -0.061, -1.719, 5.817, -33.772, -37.333, 38.733, -36.350, 31.56, -0.92834, 0.03171, -0.02206, 0.3696,
 00:17:57.952,WT901BLE67(D03E7DA4620A), -0.01, 0.028, 0.998, -0.183, -0.244, 0, -1.412, 5.345, -32.635, -15.200, 53.292, -22.842, 31.56, -0.92834, 0.03171, -0.02206, 0.3696,
 00:17:58.011,WT901BLE67(D03E7DA4620A), 0, 0.032, 1.003, 0.244, 0, 0.122, -1.187, 5.087, -31.619, -15.200, 53.292, -22.842, 31.56, -0.92834, 0.03171, -0.02206, 0.3696,
 00:17:58.132,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.995, -0.122, -0.122, 0, -1.027, 4.845, -30.668, -15.200, 53.292, -22.842, 31.56, -0.9624, -0.00659, -0.03268, 0.26935,
 00:17:58.252,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.995, -0.061, -0.061, -0.061, -0.884, 4.642, -29.789, -15.200, 53.292, -22.842, 31.56, -0.9624, -0.00659, -0.03268, 0.26935,
 00:17:58.341,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.996, 0, 0, 0, -0.764, 4.449, -28.965, -15.067, 53.367, -22.800, 31.56, -0.9624, -0.00659, -0.03268, 0.26935,
 00:17:58.401,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.997, 0, 0, 0, -0.643, 4.274, -28.18, -15.067, 53.367, -22.800, 31.56, -0.9624, -0.00659, -0.03268, 0.26935,
 00:17:58.521,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.998, 0, 0, 0, -0.538, 4.103, -27.444, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:58.612,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.999, 0, 0, 0, -0.445, 3.944, -26.757, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:58.791,WT901BLE67(D03E7DA4620A), 0, 0.029, 0.999, 0, 0, 0, -0.352, 3.79, -26.098, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:58.791,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, -0.269, 3.647, -25.477, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:58.941,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, -0.192, 3.51, -24.901, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:58.972,WT901BLE67(D03E7DA4620A), -0.001, 0.03, 1, 0, 0, 0, -0.121, 3.378, -24.362, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.091,WT901BLE67(D03E7DA4620A), 0, 0.029, 1, 0, 0, 0, -0.055, 3.257, -23.851, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.152,WT901BLE67(D03E7DA4620A), -0.001, 0.03, 1, 0, 0, 0, 0.005, 3.142, -23.373, -15.067, 53.367, -22.800, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.302,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, 0.06, 3.032, -22.923, -15.192, 53.425, -22.900, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.331,WT901BLE67(D03E7DA4620A), -0.001, 0.03, 1, 0, 0, 0, 0.11, 2.928, -22.495, -15.192, 53.425, -22.900, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.451,WT901BLE67(D03E7DA4620A), 0, 0.029, 1, 0, 0, 0, 0.159, 2.829, -22.099, -15.192, 53.425, -22.900, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.514,WT901BLE67(D03E7DA4620A), 0, 0.029, 1, 0, 0, 0, 0.203, 2.741, -21.72, -15.192, 53.425, -22.900, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.631,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, 0.247, 2.653, -21.363, -15.192, 53.425, -22.783, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.690,WT901BLE67(D03E7DA4620A), -0.001, 0.029, 1, 0, 0, 0, 0.286, 2.565, -21.033, -15.192, 53.425, -22.783, 31.56, -0.97046, -0.00858, -0.02481, 0.23962,
 00:17:59.812,WT901BLE67(D03E7DA4620A), 0, 0.029, 1, 0, 0, 0, 0.319, 2.488, -20.715, -15.192, 53.425, -22.783, 31.56, -0.98331, -0.01208, -0.0097, 0.18097,
 00:17:59.871,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, 0.357, 2.417, -20.418, -15.192, 53.425, -22.783, 31.56, -0.98331, -0.01208, -0.0097, 0.18097,
 00:18:00.022,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, 0.385, 2.346, -20.143, -15.192, 53.425, -22.783, 31.56, -0.98331, -0.01208, -0.0097, 0.18097,
 00:18:00.051,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.999, 0, 0, 0, 0.417, 2.28, -19.88, -15.067, 53.358, -22.650, 31.56, -0.98331, -0.01208, -0.0097, 0.18097,
 00:18:00.171,WT901BLE67(D03E7DA4620A), -0.001, 0.029, 1, 0, 0, 0, 0.439, 2.219, -19.633, -15.067, 53.358, -22.650, 31.56, -0.98529, -0.01273, -0.00693, 0.17007,
 00:18:00.262,WT901BLE67(D03E7DA4620A), -0.001, 0.03, 1, 0, 0, 0, 0.467, 2.159, -19.402, -15.067, 53.358, -22.650, 31.56, -0.98529, -0.01273, -0.00693, 0.17007,
 00:18:00.381,WT901BLE67(D03E7DA4620A), 0, 0.029, 1.003, -0.061, -0.061, 0, 0.489, 2.104, -19.182, -15.067, 53.358, -22.650, 31.56, -0.98529, -0.01273, -0.00693, 0.17007,
 00:18:00.441,WT901BLE67(D03E7DA4620A), 0, 0.029, 1, 0, 0.061, 0, 0.511, 2.054, -18.973, -15.067, 53.358, -22.650, 31.56, -0.98529, -0.01273, -0.00693, 0.17007,
 00:18:00.561,WT901BLE67(D03E7DA4620A), 0, 0.03, 1.001, 0, 0, 0, 0.533, 2.005, -18.781, -15.250, 53.392, -22.692, 31.56, -0.98529, -0.01273, -0.00693, 0.17007,
 00:18:00.652,WT901BLE67(D03E7DA4620A), -0.001, 0.03, 1.001, 0, 0, 0, 0.549, 1.961, -18.594, -15.250, 53.392, -22.692, 31.56, -0.98657, -0.01312, -0.005, 0.16251,
 00:18:00.771,WT901BLE67(D03E7DA4620A), 0, 0.029, 0.999, 0, 0, 0, 0.566, 1.917, -18.424, -15.250, 53.392, -22.692, 31.56, -0.98657, -0.01312, -0.005, 0.16251,
 00:18:00.862,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0, 0, 0.588, 1.873, -18.265, -15.250, 53.392, -22.692, 31.56, -0.98657, -0.01312, -0.005, 0.16251,
 00:18:00.984,WT901BLE67(D03E7DA4620A), 0, 0.03, 1, 0, 0.061, 0, 0.604, 1.835, -18.111, -15.083, 53.392, -22.675, 31.56, -0.98657, -0.01312, -0.005, 0.16251,
 00:18:01.041,WT901BLE67(D03E7DA4620A), -0.001, 0.029, 0.999, 0.061, 0.061, 0, 0.615, 1.802, -17.968, -15.083, 53.392, -22.675, 31.56, -0.98752, -0.01349, -0.00348, 0.15662,
 00:18:01.162,WT901BLE67(D03E7DA4620A), 0, 0.029, 1, 0, 0, 0, 0.632, 1.769, -17.831, -15.083, 53.392, -22.675, 31.56, -0.98752, -0.01349, -0.00348, 0.15662,
 00:18:01.281,WT901BLE67(D03E7DA4620A), 0, 0.03, 0.999, 0, 0, 0, 0.643, 1.736, -17.704, -15.083, 53.392, -22.675, 31.56, -0.98752, -0.01349, -0.00348, 0.15662,
 00:18:01.372,WT901BLE67(D03E7DA4620A), -0.001, 0.03, 1, 0, 0, 0, 0.654, 1.703, -17.584, -15.042, 53.450, -22.950, 31.56, -0.98752, -0.01349, -0.00348, 0.15662,